key,amenfeat_1,amenfeat_2,amenfeat_3,amenfeat_4,amenfeat_5,amenfeat_6,amenfeat_7,lon,lat,title
1116,(R),(D),(*),(L),,,,-122.5223573,37.9676202,B.J.'s
1128,(WE),(*),(W),(SM),(L),,,-119.6977695,34.4170867,Unicorn
1141,(L),(D),(*),,,,,-121.9924746,37.3532549,Savoy
1145,(YC),(L),(D),,,,,-122.0336233,36.9832169,Faces
1169,(*),(YC),(D),(L),(PT),,,-122.712358,38.3735645,Santa Rosa Inn
1199,(L),(D),(R),,,,,-119.2764104,34.2752768,Top Banana's
1213,(D),(R),(L),,,,,-117.9073534,34.0769993,Scene One
1236,(D),(L),(PT),,,,,-104.7927619,38.8595715,Numbers
1244,(L),,,,,,,-104.9745846,39.7336944,Category Six
1248,(L),(OC),,,,,,-104.9803592,39.7402187,Denver Detour
1264,(L),(D),(*),,,,,-105.0668095,39.7398844,Lipps
1277,(D),(PT),(L),,,,,-104.9679002,39.7430265,The Grove
1280,(L),(D),(OC),(*),,,,-105.0027247,39.7642851,Three Sisters
1312,(L),,,,,,,-104.6093046,38.2443008,El Chapel
1318,(L),,,,,,,-73.1901315,41.1817097,Annie's Next Page
1319,(R),(L),,,,,,-73.2191533,41.1571096,Blood Root
1321,(L),(*),(D),(E),,,,-73.1900419,41.1808253,Changes: A Cafe
1329,(L),(M),(D),(R),(*),(YC),,-72.9314499,41.3472084,Promises
1336,(D),(L),(*),,,,,-72.6725934,41.7439217,"Commercial St. West Cafe, Ltd."
1361,(*),(YC),(L),(D),,,,-72.9340374,41.30801,Partners
1372,(M),(D),(L),(R),,,,-72.115811,41.3620272,Hey Judes
1390,(D),(L),,,,,,-75.055181,38.539556,Nomad Village
1442,(D),(L),,,,,,-77.0425391,38.8993921,Hung Jury
1460,(R),(D),(*),(L),,,,-77.0074599,38.8742408,Other Side
1461,(R),(E),(L),,,,,-77.048797,38.909643,'P' Street Station
1462,(L),(PT),(OC),,,,,-76.9952897,38.8819626,Phase One
1488,(D),(L),,,,,,-80.0783565,26.3686841,Fantasies
1493,(D),(L),(*),(S),,,,-80.6061952,28.3757873,Melody
1495,(L),(D),(*),,,,,-81.9403985,26.6282099,Lifestyles
1498,(L),(PT),(D),(*),,,,-82.7945139,27.9658164,Pro Shop
1505,(L),,,,,,,-80.132403,26.0533155,Partners
1508,(*),(YC),(D),(L),(S),,,-81.0079898,29.1818144,Zodiac Lounge
1510,(YC),(D),(*),(L),,,,-82.7892182,28.0117824,Dallape's Lounge
1545,(L),(D),(PT),,,,,-80.1374938,26.1571585,J.J.'s Otherside
1567,(D),(R),(*),(L),,,,-80.2029152,26.1275666,Shangra-La
1614,(OC),(L),(S),(WE),(*),,,-81.7034756,30.3136742,Jo's Little Dude
1639,(*),(YC),(L),(W),(D),(V),,-81.8013198,24.5543023,Copa Key West
1646,(L),(H),,,,,,-81.7904378,24.5597829,Ellie's Nest Guest House
1649,(L),(PT),,,,,,-81.8028573,24.5547084,416 Cafe
1674,(R),(E),(M),(L),,,,-81.805373,24.557323,Pigeon House Patio
1682,(H),(L),,,,,,-81.8037232,24.5587412,Sweet Caroline
1696,(L),(*),,,,,,-80.0575958,26.6149904,Kathy's Place
1701,(P),(D),(W),(L),(WE),(*),,-80.6645228,28.0787604,Saturdays Lounge
1713,(L),,,,,,,-80.2362623,25.7557509,Cherry Grove
1793,(S),(L),(D),,,,,-81.3976493,28.507431,Blockhouse Disco
1797,(L),(S),,,,,,-81.4079151,28.6040887,Faces
1807,(L),(M),(D),(S),(R),,,-81.3515575,28.5390305,Southern Nights
1821,(BYOB),(M),(L),(AH),(*),,,-87.21323,30.410485,Nite Owl
1824,(PT),(L),,,,,,-87.2738579,30.404382,Red Carpet
1835,(*),(L),(D),(E),(PT),(S),,-82.7004197,27.7480621,Cheshire Cat Lounge
1837,(W),(L),,,,,,-82.6379823,27.7599732,Engine Room
1838,(M),(L),(PT),,,,,-82.6390014,27.8479376,Marilyn's Closet
1887,(S),(D),(L),,,,,-82.4516779,28.0832792,Paradise
1888,(D),(B),(L),,,,,-82.4869759,27.9451655,Rene's
1889,(L),(D),,,,,,-82.5115436,27.9448917,Sahara
1894,(S),(L),,,,,,-82.5061078,27.9517512,Tropical Heatwave
1915,(L),,,,,,,-80.0576367,26.7048964,Mata Hari's
1953,(R),(PT),(*),(WE),(L),,,-84.368002,33.79113,Cove
1987,(L),(D),(R),(*),,,,-84.3552249,33.8115368,Sports Page
1992,(L),(D),(YC),,,,,-84.3503435,33.8191337,The Rose
1994,(R),(WE),(*),(L),,,,-84.394939,33.8088868,Toolulah's
1995,(L),,,,,,,-84.362259,33.765206,Tower Lounge
2025,(YC),(D),(L),(*),,,,-84.2790669,30.4946442,Pegasus
2029,(B),(L),(D),,,,,-81.0893058,32.0788087,Lucas Cafe
2035,(YC),(L),(D),,,,,-83.2594645,30.8585238,Members Only Club
2044,(L),(D),(PT),(*),,,,-157.8534032,21.3004599,Partners
2058,(B&B),(H),(L),(IGTA),,,,-159.406945,22.19457,Paradise Found
2102,(D),(PT),(L),(V),(*),,,-116.2068228,43.6157883,Stop Lite
2117,(M),(YC),(L),(D),(R),,,-117.0050099,46.7308661,P.W. Hoseapples
2120,(YC),(L),(D),(*),,,,-112.4518962,42.8634863,Charley's
2135,(R),(L),(E),,,,,-89.984484,38.518971,Deutsch Mark
2143,(L),(D),(*),,,,,-87.5254579,41.6169744,Kelly's Our Way II
2145,(L),(*),,,,,,-87.8963578,41.7894479,Patch
2146,(L),(D),,,,,,-87.5277871,41.6136548,Pour House
2149,(*),(L),(D),,,,,-89.2144906,37.7272867,Main Street East
2191,(L),,,,,,,-87.6515203,41.9396851,Act III
2202,(V),(L),(*),,,,,-87.6442871,41.9426667,Closet
2208,(R),(L),(D),,,,,-87.6706624,41.9249445,Factory Pub
2212,(L),(V),,,,,,-87.653643,41.9473849,His 'n' Hers
2239,(L),(PT),(*),,,,,-87.6490126,41.9498948,Augie's & C.K.'s
2246,(L),(E),,,,,,-87.6486768,41.9493155,Dolores & Eddie's
2248,(L),(D),,,,,,-87.7209462,41.9243398,Foxy Ladies Studio
2251,(L),(D),(*),,,,,-87.6710109,41.9984135,J.J.'s
2254,(L),,,,,,,-87.7053631,41.9541486,Lost & Found
2269,(L),,,,,,,-87.604983,41.7554641,Amen Corner
2271,(L),,,,,,,-87.8005157,41.7770024,Innbetween
2273,(L),(YC),(B),,,,,-87.6047244,41.7474122,Willie's Lounge
2293,(OC),(WE),(*),(L),,,,-90.1549606,38.628263,Helen Schrader's
